obligation_id,country_iso3,country_name,regime_type,regime_framework,is_enacted,effective_date,applies_to_platform,has_revenue_threshold,state_code,revenue_threshold_usd,transaction_threshold,transaction_threshold_active,platform_vs_seller_liability,filing_frequency,third_party_sales_inclusion,penalty_financial_severity,penalty_operational_severity,penalties_description,guidance_maturity,regulatory_attention_level,complexity_score_base,source_url,verbatim_quote,confidence_flag,last_verified_date,notes
MKT_FAC_USA_OK,USA_OK,Oklahoma,marketplace_fac,na_state,True,2018-07-01,True,True,OK,10000,,False,platform,,True,,,,mature,medium,4,https://www.avalara.com/us/en/learn/guides/state-by-state-guide-to-marketplace-facilitator-laws.html,"A remote seller, marketplace facilitator, or referrer with aggregate sales of at least $10,000 in Oklahoma must file an election with the Tax Commission to either collect and remit sales and use tax on behalf of remote sellers or comply with non-collecting seller use tax notice and reporting requirements. Marketplace facilitators, referrers, or remote sellers with a place of business in Oklahoma must collect tax on their own sales.",high,2025-07-14,"Amended as of November 1, 2019. At $10,000 threshold, facilitator must elect to either collect/remit or comply with non-collecting seller use tax notice and reporting requirements. Non-collecting seller use tax reporting: Yes. | Threshold detail: Included: Aggregate sales of taxable tangible personal property, taxable services. Excluded: Exempt sales, exempt services, sales made through a registered marketplace facilitator. Evaluation period: Current or previous calendar year. Effective date: August 1, 2019. Previous threshold rules: $10,000 in aggregate sales of taxable TPP over the preceding 12 calendar months from July 1, 2018, through October 31, 2019; taxable and exempt services excluded from threshold prior to November 1, 2023."
MKT_FAC_USA_PA,USA_PA,Pennsylvania,marketplace_fac,na_state,True,2018-04-01,True,True,PA,100000,,False,platform,,True,,,,mature,medium,4,https://www.avalara.com/us/en/learn/guides/state-by-state-guide-to-marketplace-facilitator-laws.html,"A marketplace facilitator that maintains a place of business in the commonwealth is required to collect and remit sales tax on the taxable sales made through its forum by any marketplace seller using the forum. A marketplace facilitator that doesn't maintain a place of business in the commonwealth and makes or facilitates $10,000 or more in taxable sales to Pennsylvania customers in the previous calendar year must register to collect and remit Pennsylvania sales tax or comply with notice and reporting requirements. Effective July 1, 2019, a remote marketplace facilitator with more than $100,000 in Pennsylvania sales in the previous 12 months is required to collect and remit sales tax on all sales into the commonwealth (i.e., cannot opt out by complying with non-collecting seller use tax reporting requirements).",high,2025-07-14,"Initial enforcement date April 1, 2018 with $10,000 threshold and opt-out option; effective July 1, 2019, remote facilitators above $100,000 cannot opt out. Revenue threshold recorded as $100,000 reflecting the binding post-July 2019 requirement. Non-collecting seller use tax reporting: Yes. | Threshold detail: Included: Gross sales of products and services in the commonwealth, sales by agents/representatives/subsidiaries in the commonwealth, exempt sales, exempt services, sales made through a marketplace facilitator that does not collect sales tax on behalf of a remote seller. Excluded: Sales made through a registered marketplace facilitator that collects sales tax on behalf of a remote seller. Evaluation period: Current or previous calendar year. Effective date: July 1, 2019."
MKT_FAC_USA_PR,USA_PR,Puerto Rico,marketplace_fac,na_state,True,2020-01-01,True,False,PR,,,False,platform,,True,,,,mature,medium,7,https://www.avalara.com/us/en/learn/guides/state-by-state-guide-to-marketplace-facilitator-laws.html,"Marketplace facilitators are required to collect and remit sales tax on 'mail-order sales' of tangible personal property, specified digital products, and taxable services after December 31, 2019. In addition, they're responsible for collecting Puerto Rico sales and use tax on behalf of third-party sellers. The collection requirement for marketplace facilitators was signed into law on April 16, 2020, with an effective date retroactive to January 1, 2020. The Puerto Rico Department of Treasury has yet to issue guidance regarding marketplace facilitator obligations for sales prior to April 16, 2020.",medium,2025-07-14,"Law signed April 16, 2020, retroactive to January 1, 2020. No guidance issued for sales prior to April 16, 2020 as of source publication. No revenue or transaction threshold stated in source. Non-collecting seller use tax reporting: Yes. | No explicit marketplace facilitator threshold stated. Economic nexus threshold for remote sellers is $100,000 — verify whether this applies to marketplace facilitators specifically."
MKT_FAC_USA_RI,USA_RI,Rhode Island,marketplace_fac,na_state,True,2019-07-01,True,True,RI,100000,200,True,platform,,True,,,,mature,medium,7,https://www.avalara.com/us/en/learn/guides/state-by-state-guide-to-marketplace-facilitator-laws.html,"Marketplace facilitators that meet the economic nexus threshold of more than $100,000 in gross revenue or 200 or more transactions are required to collect and remit sales tax on behalf of all sellers making sales in Rhode Island through the marketplace (third-party or marketplace sellers), even those whose sales into the state are below the economic nexus threshold.",high,2025-07-14,"Covers all sellers including those below economic nexus threshold. Non-collecting seller use tax reporting: Yes. | Threshold detail: Included: Gross revenue from sales of tangible personal property, prewritten computer software delivered electronically, load and leave/vendor-hosted prewritten computer software, specified digital products, taxable services delivered into the state, exempt sales, sales made through a registered marketplace facilitator. Excluded: Exempt services. Evaluation period: Previous calendar year. Effective date: July 1, 2019."
MKT_FAC_USA_SC,USA_SC,South Carolina,marketplace_fac,na_state,True,2018-11-01,True,True,SC,100000,,False,platform,,True,,,,mature,medium,4,https://www.avalara.com/us/en/learn/guides/state-by-state-guide-to-marketplace-facilitator-laws.html,"Online marketplace facilitators without a physical presence but with more than $100,000 in gross revenue from sales of tangible personal property, products transferred electronically, and services delivered into the state are required to register and collect sales and use tax on all sales made through the marketplace.",high,2025-07-14,"Enforcement date November 1, 2018; reinforced April 26, 2019. South Carolina defines the online marketplace itself as the retailer. In-state marketplaces with physical presence must collect on all taxable sales regardless of threshold. Non-collecting seller use tax reporting: No. | Threshold detail: Included: Gross revenue from sales of tangible personal property, electronically transferred products, services (taxable and exempt) rendered in the state, exempt sales, sales made through a registered marketplace facilitator. Excluded: None. Evaluation period: Previous or current calendar year. Effective date: November 1, 2018."
MKT_FAC_USA_SD,USA_SD,South Dakota,marketplace_fac,na_state,True,2019-03-01,True,True,SD,100000,,False,platform,,True,,,,mature,medium,7,https://www.avalara.com/us/en/learn/guides/state-by-state-guide-to-marketplace-facilitator-laws.html,"A marketplace provider must collect and remit sales tax on all sales it facilitates into South Dakota if, in the current or preceding calendar year: The marketplace provider is a remote seller with $100,000 or more in gross sales in South Dakota; The marketplace provider facilitates sales for at least one marketplace seller that exceeds that $100,000 sales; or The marketplace provider facilitates the sales of two or more marketplace sellers that, when their sales are combined, exceed the $100,000 sales threshold",high,2025-07-14,"Threshold can be met by facilitator's own sales, a single seller's sales, or combined sales of two or more sellers. Non-collecting seller use tax reporting: Yes. | Threshold detail: Included: Gross revenue from sales of tangible personal property, electronically transferred products, services (taxable and exempt) rendered in the state, exempt sales, sales made through a registered marketplace facilitator. Excluded: None. Evaluation period: Previous or current calendar year. Effective date: November 1, 2018. Previous threshold rules: $100,000 in sales or 200 transactions prior to July 1, 2023."
MKT_FAC_USA_TN,USA_TN,Tennessee,marketplace_fac,na_state,True,2020-10-01,True,True,TN,100000,,False,platform,,True,,,,mature,medium,7,https://www.avalara.com/us/en/learn/guides/state-by-state-guide-to-marketplace-facilitator-laws.html,"A marketplace facilitator that made or facilitated more than $100,000 in total sales to customers in Tennessee during the previous 12-month period is required to collect and remit Tennessee sales tax on behalf of its third-party sellers.",high,2025-07-14,"Non-collecting seller use tax reporting: No. | Threshold detail: Included: Sales to customers in the state, exempt sales, services (taxable and exempt). Excluded: Sales made through a registered marketplace facilitator, sales for resale. Evaluation period: Previous 12-month period. Effective date: July 1, 2019. Previous threshold rules: $500,000 in sales only prior to October 1, 2020; marketplace sales included prior to October 1, 2020."
MKT_FAC_USA_TX,USA_TX,Texas,marketplace_fac,na_state,True,2019-10-01,True,False,TX,,,False,platform,,True,,,,mature,medium,7,https://www.avalara.com/us/en/learn/guides/state-by-state-guide-to-marketplace-facilitator-laws.html,A marketplace provider that has an obligation to collect Texas sales or use tax and sells or facilitates sales of taxable items into Texas must collect and remit sales or use tax on all sales made through the marketplace for delivery into Texas.,high,2025-07-14,"No specific revenue or transaction threshold stated in source for marketplace facilitator law; obligation tied to existing Texas sales/use tax collection obligation. Non-collecting seller use tax reporting: No. | No explicit marketplace facilitator threshold stated. Economic nexus threshold for remote sellers is $500,000 — verify whether this applies to marketplace facilitators specifically."
MKT_FAC_USA_UT,USA_UT,Utah,marketplace_fac,na_state,True,2019-10-01,True,True,UT,100000,200,True,platform,,True,,,,mature,medium,7,https://www.avalara.com/us/en/learn/guides/state-by-state-guide-to-marketplace-facilitator-laws.html,"A marketplace facilitator must collect and remit sales or use tax on all sales into Utah if, in the previous or current calendar year, it has more than $100,000 in gross revenue in Utah or makes at least 200 separate transactions in the state. When calculating the threshold, a marketplace should include all sales made through the platform, its own and third-party sales.",high,2025-07-14,"Threshold includes own and third-party sales. Non-collecting seller use tax reporting: No. | Threshold detail: Included: Gross revenue from sales of tangible personal property and services into the state, any product transferred electronically into the state, services (taxable and exempt) rendered in the state, exempt sales. Excluded: Sales made through a registered marketplace facilitator. Evaluation period: Current or previous calendar year. Effective date: January 1, 2019. Previous threshold rules: $100,000 in sales or 200 transactions prior to July 1, 2025."
MKT_FAC_USA_VT,USA_VT,Vermont,marketplace_fac,na_state,True,2019-06-01,True,True,VT,100000,200,True,platform,,True,,,,mature,medium,7,https://www.avalara.com/us/en/learn/guides/state-by-state-guide-to-marketplace-facilitator-laws.html,"A marketplace facilitator must collect and remit the sales tax on retail sales in Vermont by marketplace sellers through the marketplace if, during any 12-month period, it facilitated sales by marketplace sellers to destinations in Vermont of at least $100,000, or totaling at least 200 individual sales transactions.",high,2025-07-14,"Non-collecting seller use tax reporting: Yes, in some cases. | Threshold detail: Included: Sales of tangible personal property and services into the state, products transferred electronically, services (taxable and exempt) in the state, exempt sales, sales made through a registered marketplace facilitator. Excluded: None. Evaluation period: Previous 12-month period. Effective date: July 1, 2018. Note: Businesses that only sell tax-exempt items into Vermont are not required to register for sales tax."
MKT_FAC_USA_VA,USA_VA,Virginia,marketplace_fac,na_state,True,2019-07-01,True,True,VA,100000,200,True,platform,,True,,,,mature,medium,7,https://www.avalara.com/us/en/learn/guides/state-by-state-guide-to-marketplace-facilitator-laws.html,"Marketplace facilitators who contract with a marketplace seller to facilitate the sale of their products in Virginia through a physical or electronic marketplace and have more than $100,000 in gross revenue or 200 or more transactions in the commonwealth must collect and remit sales and use tax on all marketplace transactions. The threshold refers to all Virginia sales made through the marketplace — its own and third-party sales.",high,2025-07-14,"Waiver available for marketplace sellers that already have or establish economic nexus with Virginia after July 1, 2019. Non-collecting seller use tax reporting: No. | Threshold detail: Included: Sales of tangible personal property, products transferred electronically, taxable services, exempt sales. Excluded: Sales for resale, exempt services, sales made through a registered marketplace facilitator. Evaluation period: Current or previous calendar year. Effective date: July 1, 2019."
MKT_FAC_USA_WA,USA_WA,Washington,marketplace_fac,na_state,True,2018-01-01,True,True,WA,100000,,False,platform,,True,,,,mature,medium,4,https://www.avalara.com/us/en/learn/guides/state-by-state-guide-to-marketplace-facilitator-laws.html,"Marketplace facilitators with no physical presence in the state and more than $100,000 in gross retail sales in the state in the current or preceding calendar year must collect Washington retail sales tax on taxable retail sales. As of January 1, 2020, the $100,000 threshold is based on cumulative gross income in Washington, not retail sales. The threshold refers to all Washington sales made through the marketplace — its own and third-party sales.",high,2025-07-14,"Amended March 14, 2019. As of January 1, 2020, threshold based on cumulative gross income, not retail sales. May also have B&O tax obligation. Non-collecting seller use tax reporting: Yes, in some cases. | Threshold detail: Included: Cumulative gross annual income, exempt sales, services (taxable and exempt), sales for resale, sales made through a registered marketplace facilitator. Excluded: None. Evaluation period: Current or previous calendar year. Effective date: October 1, 2018. Previous threshold rules: Cumulative gross receipts from retail sales and taxable services into the state prior to December 31, 2019; cumulative gross annual income as of January 1, 2020; resales included as of January 1, 2020."
MKT_FAC_USA_DC,USA_DC,"Washington, D.C.",marketplace_fac,na_state,True,2019-04-01,True,False,DC,,,False,platform,,True,,,,mature,medium,7,https://www.avalara.com/us/en/learn/guides/state-by-state-guide-to-marketplace-facilitator-laws.html,"Marketplace facilitators must collect and remit sales tax on all sales into the district, both their own and those by third-party sellers.",high,2025-07-14,"No revenue or transaction threshold stated in source. Non-collecting seller use tax reporting: No. | No explicit marketplace facilitator threshold stated. Economic nexus threshold for remote sellers is $100,000 — verify whether this applies to marketplace facilitators specifically."
MKT_FAC_USA_WV,USA_WV,West Virginia,marketplace_fac,na_state,True,2019-07-01,True,True,WV,100000,200,True,platform,,True,,,,mature,medium,7,https://www.avalara.com/us/en/learn/guides/state-by-state-guide-to-marketplace-facilitator-laws.html,"A remote marketplace facilitator with more than $100,000 in gross revenue from West Virginia sales or 200 or more transactions in the state in the current or preceding calendar year must collect and remit sales tax on all sales made or facilitated in the state.",high,2025-07-14,"Non-collecting seller use tax reporting: No. | Threshold detail: Included: Gross sales of tangible personal property and services into the state, exempt sales, exempt services, sales made through a registered marketplace facilitator. Excluded: None. Evaluation period: Current or previous calendar year. Effective date: January 1, 2019."
MKT_FAC_USA_WI,USA_WI,Wisconsin,marketplace_fac,na_state,True,2020-01-01,True,True,WI,100000,,False,platform,,True,,,,mature,medium,7,https://www.avalara.com/us/en/learn/guides/state-by-state-guide-to-marketplace-facilitator-laws.html,"A remote marketplace facilitator with more than $100,000 in gross revenue from Wisconsin sales in the state in the current or preceding calendar year must collect and remit sales tax on all sales made or facilitated in the state. A transaction threshold was eliminated effective February 20, 2021.",high,2025-07-14,"Transaction threshold was eliminated effective February 20, 2021. Non-collecting seller use tax reporting: No. | Threshold detail: Included: Annual gross sales of tangible personal property into the state, annual gross sales of services (taxable and exempt) into the state, exempt sales, sales made through a registered marketplace facilitator. Excluded: None. Evaluation period: Current or previous calendar year. Effective date: October 1, 2018. Note: Businesses that make only nontaxable sales into Wisconsin are not required to register for sales tax. Previous threshold rules: $100,000 in sales or 200 transactions prior to February 20, 2021."
MKT_FAC_USA_WY,USA_WY,Wyoming,marketplace_fac,na_state,True,2019-07-01,True,True,WY,100000,,False,platform,,True,,,,mature,medium,7,https://www.avalara.com/us/en/learn/guides/state-by-state-guide-to-marketplace-facilitator-laws.html,"An in-state marketplace facilitator must collect and remit sales tax on all sales facilitated and sold into Wyoming, regardless of whether the marketplace seller has a sales tax permit or is otherwise required to collect sales tax. A remote marketplace facilitator must collect and remit Wyoming tax on all marketplace sales if it has $100,000 in gross sales in Wyoming for delivery in Wyoming during the current or preceding calendar year.",high,2025-07-14,"Updated effective July 1, 2024. In-state facilitators must collect on all sales regardless of threshold. Remote facilitators subject to $100,000 threshold. Non-collecting seller use tax reporting: No. | Threshold detail: Included: Annual gross sales of tangible personal property into the state, annual gross sales of services (taxable and exempt) into the state, annual gross sales of admission into the state, taxable/exempt/wholesale sales, exempt sales. Excluded: Sales made through a registered marketplace facilitator. Evaluation period: Current or previous calendar year. Effective date: February 1, 2019. Previous threshold rules: $100,000 in sales or 200 transactions prior to July 1, 2024."
